cas_number|chemical_name|ecotox_group|dtxsid
58935|6-Chloro-3,4-dihydro-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide|Pharmaceutical Personal Care Products (PPCPs)|DTXSID2020713
58957|[2R-[2R*(4R*,8R*)]]-3,4-Dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-1-benzopyran-6-ol, Acetate||DTXSID1031096
58968|Uridine||DTXSID40891555
58979|5'-Uridylic acid||
59007|4,8-Dihydroxy-2-quinolinecarboxylic acid||DTXSID90207728
59029|(2R)-3,4-Dihydro-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-2H-1-benzopyran-6-ol||DTXSID0026339
59052|N-[4-[[(2,4-Diamino-6-pteridinyl)methyl]methylamino]benzoyl]-L-glutamic acid|Pharmaceutical Personal Care Products (PPCPs)|DTXSID4020822
59063|Ethopabate||DTXSID6046264
59143|5-Bromo-2'-deoxyuridine||DTXSID7033105
59234|D-Galactose||DTXSID0023088
59267|N,N-Diethyl-3-pyridinecarboxamide||
59303|N-[4-[[(2-Amino-1,4-dihydro-4-oxo-6-pteridinyl)methyl]amino]benzoyl]-L-glutamic acid||DTXSID0022519
59314|2(1H)-Quinolinone||DTXSID1058769
59336|N1-[(4-Methoxyphenyl)methyl]-N2,N2-dimethyl-N1-2-pyridinyl-1,2-ethanediamine (2Z)-2-butenedioate (1:1)||
59405|4-Amino-N-2-quinoxalinylbenzenesulfonamide||DTXSID8042424
59427|(alphaR)-3-Hydroxy-alpha-[(methylamino)methyl]benzenemethanol||DTXSID9023465
59438|3-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]-5-(2-hydroxyethyl)-4-methylthiazolium chloride||DTXSID2023648
59461|2-(Diethylamino)ethyl 4-aminobenzoate||DTXSID7045021
59472|3-(2-Methylphenoxy)-1,2-propanediol||
59483|1,3-Dihydro-2H-indol-2-one||DTXSID80870389
59494|2(3H)-Benzoxazolone||DTXSID9049324
59507|4-Chloro-3-methylphenol||DTXSID4021717
59518|DL-Methionine||DTXSID9020821
59529|2,3-Dimercapto-1-propanol||
59665|Acetazolamide||DTXSID7022544
59676|3-Pyridinecarboxylic acid||DTXSID1020932
59858|(4-Carboxylatophenyl)chloromercurate(1-) hydrogen|Mercury|DTXSID8040725
59870|2-((5-Nitro-2-furanyl)methylene)hydrazine carboxamide||DTXSID5020944
59881|Phenylhydrazine, Monohydrochloride||DTXSID3021148
59892|4-Nitrosomorpholine|Nitrosamines|DTXSID4021056
59927|3-Hydroxy-L-tyrosine|Pharmaceutical Personal Care Products (PPCPs)|DTXSID9023209
59972|Tolazoline hydrochloride||DTXSID9021718
59983|4,5-Dihydro-2-(phenylmethyl)-1H-imidazole||DTXSID3023683
59994|3-[(Dimethylcarbamoyl)oxy]-N,N,N-trimethylanilinium||DTXSID1023360
60004|N,N'-1,2-Ethanediylbis[N-(carboxymethyl)glycine||DTXSID6022977
60015|1,2,3-Propanetriyl ester butanoic acid||DTXSID4052267
60093|4-(Phenylazo)benzenamine||DTXSID6024460
60106|2-Phenyldiazenecarbothioic acid 2-phenylhydrazide||DTXSID0058770
60117|4-Dimethylaminoazobenzene||DTXSID5020491
60128|Benzeneethanol||DTXSID9026342
60139|(+-)-alpha-Methylbenzeneethanamine sulfate (2:1)||DTXSID4020082
60184|L-Tyrosine||DTXSID1023730
60195|4-(2-Aminoethyl)phenol hydrochloride (1:1)||
60231|2-Aminoethanethiol||DTXSID3022875
60242|2-Mercaptoethanol||DTXSID4026343
60297|Ethoxyethane||DTXSID3021720
60311|2-(Acetoyloxy)-N,N,N-trimethylethanaminium chloride||DTXSID5048978
60322|6-Aminohexanoic acid||DTXSID0020070
60333|(Z,Z)-9,12-Octadecadienoic acid||DTXSID2025505
60344|Monomethylhydrazine||DTXSID4020874
60355|Acetamide|Endocrine Disrupting Chemicals (EDCs)|DTXSID7020005
60402|N,2,3,3-Tetramethylbicyclo[2.2.1]heptan-2-amine||
60413|Strychnidin-10-one, Sulfate (2:1)||DTXSID8021721
60515|O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester|Endocrine Disrupting Chemicals (EDCs)|DTXSID7020479
60548|(4S,4aS,5aS,6S,12aS)-4-(Dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide|Pharmaceutical Personal Care Products (PPCPs)|DTXSID7023645
60560|1,3-Dihydro-1-methyl-2H-imidazoline-2-thione|Pharmaceutical Personal Care Products (PPCPs)|DTXSID4020820
60571|(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ||DTXSID9020453
60708|(23R)-14,15,16,17-Tetradehydroveratraman-3beta,23-diol||DTXSID40871534
60800|1,2-Dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one||DTXSID6021117
60811|1-[2-(beta-D-Glucopyranosyloxy)-4,6-dihydroxyphenyl]-3-(4-hydroxyphenyl)-1-propanone||DTXSID3075339
60822|3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-1-propanone||DTXSID6022393
60877|N,N,alpha-Trimethyl-10H-phenothiazine-10-ethanamine|Pharmaceutical Personal Care Products (PPCPs)|
60924|Cyclic 3',5'-(hydrogen phosphate)adenosine||DTXSID8040436
60935|(8alpha,9R)-6'-Methoxycinchonan-9-ol hydrochloride (1:2)||DTXSID00975421
61018|2-Methoxy-N,N-dimethyl-10H-phenothiazine-10-propanamine||
61165|alpha-(1-Aminoethyl)-2,5-dimethoxybenzenemethanol hydrochloride (1:1)||DTXSID7045782
61198|5'-Adenylic acid||DTXSID5022560
61256|1-[(3,4-Dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline hydrochloride||
61289|1-Ethyl-1,3-dinitro-2H-indol-2-one||DTXSID5058771
61314|1-Naphthaleneacetic acid, Sodium salt||DTXSID6034897
61336|(2S,5R,6R)-3,3-Dimethyl-7-oxo-6-[(phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid||DTXSID5046934
61507|N,N-Dimethyl-1H-indole-3-ethanamine||DTXSID60110053
61541|1H-Indole-3-ethanamine||DTXSID2075340
61574|1-(5-Nitro-2-thiazolyl)-2-imidazolidinone||DTXSID6045244
61687|2-[(2,3-Dimethylphenyl)amino]benzoic acid||DTXSID5023243
61723|(2S,5R,6R)-6-[[[3-(2-Chlorophenyl)-5-methyl-4-isoxazolyl]carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid||DTXSID5022853
61734|7-(Dimethylamino)-3-(methylimino)-3H-phenothiazine, 3-Methochloride||DTXSID0023296
61756|2-Bromo-N-ethyl-N,N-dimethylbenzene methanaminium-4-methylbenzene sulfonate||
61767|(alphaR)-3-Hydroxy-alpha-[(methylamino)methyl]-benzenemethanol hydrochloride (1:1)||
61789|N-(4-Aminobenzoyl)glycine||
61803|5-Chloro-2-benzoxazolamine||DTXSID1045245
61825|1H-1,2,4-Triazol-3-amine||DTXSID0020076
61905|L-Leucine||DTXSID9023203
61949|1,2,5,6-Tetrahydro-1-methyl-3-pyridinecarboxylic acid methyl ester hydrochloride (1:1)||
62135|1-(3,4-Dihydroxyphenyl)-2-(methylamino)ethanone hydrochloride (1:1)||DTXSID30211026
62237|4-Nitrobenzoic acid||DTXSID3020966
62317|4-(2-Aminoethyl)-1,2-benzenediol hydrochloride (1:1)||DTXSID7020550
62339|(OC-6-21)-Disodium[[N,N'-1,2-ethanediylbis[N-[(carboxy-kappaO)methyl]glycinato-kappaN,kappaO]](4-)]calciate(2-)||DTXSID2036409
62373|[3-[(Aminocarbonyl-kappaO)amino]-2-methoxypropyl-kappaC]chloromercury|Mercury|
62384|(Acetato-kappaO)phenylmercury|Mercury|DTXSID7021150
62442|N-(4-Ethoxyphenyl)acetamide||DTXSID1021116
62497|2-Hydroxy-N,N,N-trimethylethanaminium||DTXSID8043789
62500|Methanesulfonic acid, Ethyl ester||DTXSID6025309
62511|2-(Acetyloxy)-N,N,N-trimethyl-1-propanaminium chloride (1:1)||
62533|Benzenamine|Endocrine Disrupting Chemicals (EDCs)|DTXSID8020090
62544|Acetic acid, Calcium salt (2:1)||
62555|Thioacetamide||DTXSID9021340
62566|Thiourea||DTXSID9021348
62577|2-Methylalanine||DTXSID0058772
62599|(3beta,4alpha,16beta)-4,9-Epoxycevane-3,4,12,14,16,17,20-heptol 3-[(2Z)-2-methyl-2-butenoate]||DTXSID4058237
62680|alpha-Phenyl-alpha-propylbenzeneacetic acid 2-(diethylamino)ethyl ester hydrochloride (1:!)||DTXSID1045792
62737|Phosphoric acid 2,2-dichloroethenyl dimethyl ester||DTXSID5020449
62748|2-Fluoroacetic acid sodium salt (1:1)||DTXSID8024311
62759|N-Methyl-N-nitrosomethanamine|Endocrine Disrupting Chemicals (EDCs)Nitrosamines|DTXSID7021029
62760|Ethanedioic acid, Disodium salt||DTXSID1037018
63058|Androst-4-ene-3,17-dione||DTXSID8024523
63252|1-Naphthalenol methylcarbamate|Endocrine Disrupting Chemicals (EDCs)|DTXSID9020247
63398|Uridine 5'-(tetrahydrogen triphosphate)||DTXSID0041147
63423|4-O-beta-D-Galactopyranosyl-D-glucose||DTXSID2023193
63456|Phosphoric acid--N~4~-(6-methoxyquinolin-8-yl)pentane-1,4-diamine||DTXSID6045248
63683|L-Methionine||DTXSID5040548
63741|4-Aminobenzenesulfonamide||DTXSID4023622
63752|Methyl 1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylate||DTXSID3022617
63912|L-Phenylalanine||DTXSID4040763
63990|N-3-Tolylurea||DTXSID1075351
64006|3-(1-Methylethyl)phenol, 1-(N-Methylcarbamate)||DTXSID1040324
64028|N,N'-1,2-Ethanediyl bis[N-(carboxymethyl)glycine, sodium salt (1:4) ||DTXSID3026350
64040|Benzeneethanamine||DTXSID5058773
64108|N-Phenylurea||DTXSID8042507
64153|2-Oxopentanedioic acid, ion(2-)||DTXSID80213974
64175|Ethanol||DTXSID9020584
64186|Formic acid||DTXSID2024115
64197|Acetic acid||DTXSID5024394
64200|N,N,N-Trimethylmethanaminium bromide (1:1)||DTXSID80883212
64313|(5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-17-methylmorphinan-3,6-diol, Sulfate (2:1)|Pharmaceutical Personal Care Products (PPCPs)|DTXSID4023830
64471|(3as-cis)-1,2,3,3a,8,8a-Hexahydro-1,3a,8-trimethylpyrrolo[2,3-b]indol-5-ol, Methylcarbanate(ester), Sulfate(2:1)||DTXSID10889323
64653|4-Ethyl-4-methylpiperidine-2,6-dione||DTXSID0045250
64675|Sulfuric acid diethyl ester||DTXSID1024045
64697|2-Iodoacetic acid||DTXSID5025445
64722|(4S,4aS,5aS,6S,12aS)-7-Chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide hydrochloride (1:1)||DTXSID2045076
64733|(4S,4aS,5aS,6S,12aS)-7-Chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-1,11-dioxo-2-naphthacenecarboxamide hydrochloride (1:1)||
64755|(4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-Naphthacenecarboxamide,Hydrochloride (1:1)|Pharmaceutical Personal Care Products (PPCPs)|DTXSID6021321
64777|N-[(Butylamino)carbonyl]-4-methylbenzenesulfonamide||DTXSID8021359
64857|21-Hydroxypregn-4-ene-3,20-dione||DTXSID0045254
64868|(S)-N-(5,6,7,9-Tetrahydro-1,2,3,10-tetramethoxy-9-oxobenzo[1]heptalen-7-yl)acetamide|Pharmaceutical Personal Care Products (PPCPs)|DTXSID5024845
65190|(16alpha,17alpha)-17-Hydroxyyohimban-16-carboxylic acid methyl ester hydrochloride (1:1)||DTXSID40891272
65225|3-Hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde hydrochloride (1:1)||DTXSID0058774
65236|5-Hydroxy-6-methyl-3,4-pyridinedimethanol||
65281|3-[[(4,5-Dihydro-1H-imidazol-2-yl)methyl](4-methylphenyl)amino]-phenol methanesulfonate (1:1)||
65305|3-[(2S)-1-Methyl-2-pyrrolidinyl]pyridine sulfate (2:1)||DTXSID8021725
65316|(S)-3-(1-Methyl-2-pyrrolidinyl)pyridine, [R-(R*,R*)]-2,3-Dihydroxybutanedioate (1:2)||DTXSID401017270
65452|2-Hydroxybenzamide||DTXSID3021726
65463|4-Amino-1-beta-D-ribofuranosyl-2(1H)-pyrimidinone||
65496|4-Aminosalicylic acid||DTXSID2022591
65612|N,N,N',N'-Tetramethyl-3,6-acridinediamine, Monohydrochloride||DTXSID40883213
65714|Thymine||DTXSID4052342
65850|Benzoic acid||DTXSID6020143
65861|Orotic acid||DTXSID0025814
66228|Uracil||DTXSID4021424
66251|Hexanal||DTXSID2021604
66273|Methanesulfonic acid methyl ester||DTXSID7020845
66320|Strychnidin-10-one, Mononitrate||DTXSID80873370
66400|N,N,N-Triethylethanaminium||DTXSID2045024
66568|2,3-Dinitrophenol||DTXSID2075261
66717|1,10-Phenanthroline||DTXSID1025857
66728|3-Hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridine carboxaldehyde||DTXSID4046020
66762|3,3'-Methylenebis[4-hydroxy]-2H-1-benzopyran-2-one||DTXSID8021729
66773|1-Naphthalene carboxaldehyde||DTXSID5058775
66819|4-[(2R)-2-[(1S,3S,5S)-3,5-Dimethyl-2-oxocyclohexyl]-2-hydroxyethyl]-2,6-piperidinedione||DTXSID6024882
66977|7H-Furo[3,2-g][1]benzopyran-7-one||DTXSID00216205
66999|2-Naphthalenecarboxaldehyde||DTXSID6075352
67038|3-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]-5-(2-hydroxyethyl)-4-methylthiazolium chloride (1:1), hydrochloride (1:1)||DTXSID0040622
67072|N-[Imino(phosphonoamino)methyl]-N-methylglycine||
67209|1-[[(5-Nitro-2-furanyl)methylene]amino]-2,4-imidazolidinedione|Pharmaceutical Personal Care Products (PPCPs)|DTXSID7020972
67210|S-Ethyl-DL-homocysteine||DTXSID0020579
67301|[4-(4-Hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]acetic acid||DTXSID5048186
67367|4-Phenoxybenzaldehyde||DTXSID7021730
67425|3,12-Bis(carboxymethyl)-6,9-dioxa-3,12-diazatetradecane-1,14-dioic acid|Glycol Ethers|DTXSID2045151
67436|N,N-Bis[2-[bis(carboxymethyl)amino]ethyl]glycine||DTXSID2023434
67458|3-[[(5-Nitro-2-furanyl)methylene]amino]-2-oxazolidinone||DTXSID4041997
67470|5-(Hydroxymethyl)-2-furancarboxaldehyde||DTXSID3030428
67481|2-Hydroxy-N,N,N-trimethylethan-1-aminium chloride||DTXSID4020325
67516|3,5-Dimethyl-1H-pyrazole||DTXSID5058777
67527|Barbituric acid||DTXSID8020129
67561|Methanol|Endocrine Disrupting Chemicals (EDCs)|DTXSID2021731
67630|2-Propanol||DTXSID7020762
67641|Propan-2-one|Endocrine Disrupting Chemicals (EDCs)|DTXSID8021482
67663|Trichloromethane||DTXSID1020306
67685|Sulfinyl bis(methane)||DTXSID2021735
67721|1,1,1,2,2,2-Hexachloroethane||DTXSID7020689
67787|(11beta,16alpha)-16,21-Bis(acetyloxy)-9-fluoro-11,17-dihydroxypregna-1,4-diene-3,20-dione||
67925|Bicyclohexyl-1-carboxylic acid,2-diethylaminoethyl ester, HCl||DTXSID0058778
67970|(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(1R)-1,5-Dimethylhexyl]octahydro-7a-methyl-4H-inden-4-ylidene]ethylidene]-4-methylenecyclohexanol||DTXSID6026294
67981|alpha-[4-[2-(Diethylamino)ethoxy]phenyl]-4-methoxy-alpha-phenylbenzeneethanol||DTXSID6020806
67992|2,3,5a,6-Tetrahydro-6-hydroxy-3-(hydroxymethyl)-2-methyl-10H-3,10a-epidithiopyrazino[1,2-a]indole-1,4 dione||DTXSID60877179
68042|Trisodium 2-hydroxypropane-1,2,3-tricarboxylate||DTXSID2026363
68111|Mercaptoacetic acid||DTXSID8026141
68122|N,N-Dimethylformamide||DTXSID6020515
68199|Vitamin B12||DTXSID7044346
68224|(17alpha)-17-Hydroxy-19-norpregn-4-en-20-yn-3-one|Pharmaceutical Personal Care Products (PPCPs)|DTXSID9023380
68268|Retinol||DTXSID3023556
68348|4-Methyl-N-phenylbenzenesulfonamide||DTXSID40883218
68359|4-Amino-N-2-pyrimidinylbenzenesulfonamide||DTXSID7044130
68360|1,4-bis(trichloromethyl)benzene||DTXSID7026366
68417|(R)-4-Amino-3-isoxazolidinone||
68768|2,3,5-Tris(1-aziridinyl)-2,5-cyclohexadiene-1,4-dione||DTXSID1021370
68893|1-[(2,3-Dihydro-1,5-dimethyl-3-oxo-2-phenyl-1H-pyrazol-4-yl)methylamino]methanesulfonic acid sodium salt (1:1)||DTXSID8020543
68940|1,7-Dihydro-6H-purin-6-one||
68962|17-Hydroxypregn-4-ene-3,20-dione||DTXSID6040747
69056|N4-(6-Chloro-2-methoxy-9-acridinyl)-N1,N1-diethyl-1,4-pentanediamine hydrochloride (1:2)||DTXSID6025985
69090|2-Chloro-N,N-dimethyl-10H-phenothiazine-10-propanamine monohydrochloride||DTXSID7024827
69330|7-beta-D-Ribofuranosyl-7H-pyrrolo[2,3-d]pyrimidin-4-amine||DTXSID701018946
69432|2-Hydroxypropanoic acid compd. with N-(1-methyl-2-phenylethyl)-gamma-phenylbenzenepropanamine (1:1)||DTXSID5045544
69523|(2S,5R,6R)-6-[[(2R)-2-Amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid, sodium salt (1:1)|Pharmaceutical Personal Care Products (PPCPs)|DTXSID60988759
69534|(2S,5R,6R)-6-[[(2R)-2-Amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid|Pharmaceutical Personal Care Products (PPCPs)|DTXSID4022602
69578|(2S,5R,6R)-3,3-Dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid sodium salt (1:1)||DTXSID6040581
69658|D-Mannitol||DTXSID1023235
69727|2-Hydroxybenzoic acid||DTXSID7026368
69783|3,3'-Dithiobis[6-nitrobenzoic acid]||
69794|4-O-alpha-D-Glucopyranosyl-D-glucose||DTXSID1023233
69896|3,7-Dihydro-1H-purine-2,6-dione||
69932|7,9-Dihydro-1H-purine-2,6,8(3H)-trione||DTXSID3042508
70008|2'-Deoxy-5-(trifluoromethyl)uridine||DTXSID4046602
70075|5-[(2-Methoxyphenoxy)methyl]-2-oxazolidinone||DTXSID9023255
70111|2-Bromo-1-phenylethanone||DTXSID2049426
70188|L-gamma-Glutamyl-L-cysteinylglycine||DTXSID6023101
70224|1-[4-(1-Pyrrolidinyl)-2-butyn-1-yl]-2-pyrrolidinone||
70257|N-Methyl-N'-nitro-N-nitrosoguanidine|Nitrosamines|DTXSID2020846
70268|L-Ornithine||
70304|2,2'-Methylenebis[3,4,6-trichlorophenol]||DTXSID6020690
70348|1-Fluoro-2,4-dinitrobenzene||DTXSID8025331
70382|2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylic acid, (2,4-Diemethylphenyl)methyl ester||DTXSID8040305
70473|L-Asparagine||DTXSID10883220
70495|Mercaptobutanedioic acid||DTXSID20861615
70519|N4-[5-[[4-[[5-(Acetylhydroxyamino)pentyl]amino]-1,4-dioxobutyl]hydroxyamino]pentyl]-N1-(5-aminopentyl)-N1-hydroxybutanediamide||DTXSID7022887
70542|Lysine||DTXSID90859004
70553|4-Methylbenzenesulfonamide||DTXSID8029105
70699|1-(4-Aminophenyl)-1-propanone||DTXSID7021738
70702|4'-Hydroxypropiophenone||DTXSID8023426
70780|3-Iodo-L-tyrosine||DTXSID1075353
71001|L-Histidine||DTXSID9023126
71238|Propan-1-ol||DTXSID2021739
71272|Succinylcholine chloride||
71307|4-Amino-2(1H)-pyrimidinone||
71363|1-Butanol|Endocrine Disrupting Chemicals (EDCs)|DTXSID1021740
71410|1-Pentanol||DTXSID6021741
71432|Benzene|Endocrine Disrupting Chemicals (EDCs)|DTXSID3039242
71443|N1,N4-Bis(3-aminopropyl)-1,4-butanediamine||DTXSID9058781
71487|Cobalt acetate|Cobalt|DTXSID6026373
71501|Acetic acid, Ion (1-)||
71556|1,1,1-Trichloroethane|Endocrine Disrupting Chemicals (EDCs)|DTXSID0021381
71589|(6alpha)-17-(Acetyloxy)-6-methylpregn-4-ene-3,20-dione||DTXSID0025527
71625|(3beta,4alpha,16beta)-4,9-Epoxycevane-3,4,12,14,16,17,20-heptol 3-(3,4-dimethoxybenzoate)||DTXSID2058467
71636|(3 beta, 5 beta)-3-[(O-2,6-Dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-O-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl)oxy]-14-hydroxycard-20(22)-enolide||
71670|3,3'-(4,5,6,7-Tetrabromo-3-oxo-1(3H)-isobenzofuranylidene)bis[6-hydroxybenzenesulfonic acid disodium salt||DTXSID9023621
71738|5-Ethyldihydro-5-(1-methylbutyl)-2-thioxo-4,6(1H,5H)-pyrimidinedione, Monosodium salt||DTXSID1021744
71909|DL-2-Methylglutamic acid||DTXSID101018948
71910|N,N,N-Triethylethanaminium bromide||DTXSID9044457
71965|Phosphoric acid, 2,2-Dichloroethenyl bis(1-methylethyl) ester||
71987|DDVP, Propyl homolog||DTXSID9075169
72004|Phosphoric acid 2,2-dichlororethenyl diethyl ester||DTXSID8075170
72140|4-Amino-N-2-thiazolybenzenesulfonamide||DTXSID8026068
72173|2-Hydroxy propanoic acid, Monosodium salt||DTXSID6052829
72184|L-Valine||DTXSID40883233
72195|L-Threonine||DTXSID2046412
72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]||DTXSID6020561
72333|(17alpha)-3-Methoxy-19-norpregna-1,3,5(10)-trien-20-yn-17-ol||DTXSID0020814
72435|1,1'-(2,2,2-Trichloroethylidene)bis[4-methoxybenzene]||DTXSID9020827
72446|2-Methyl-3-(2-methylphenyl)-4(3H)-quinazdinone||
72480|1,2-Dihydroxy-9,10-anthracenedione||DTXSID5045960
72548|1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene]|DDT and metabolites|DTXSID4020373
72559|1,1'-(2,2-Dichloroethenylidene)bis[4-chlorobenzene]|DDT and metabolites|DTXSID9020374
72560|1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene|DDT and metabolites|DTXSID4020589
72571|3,3'-[(3,3'-Dimethyl[1,1'-biphenyl]-4,4'-diyl)bis(aso)]bis-5-amino-4-hydroxy-2,7-naphthalenedisulfonic acid, Tetrasodium salt||DTXSID4026268
72695|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N-methylpropan-1-amine|Pharmaceutical Personal Care Products (PPCPs)|DTXSID9023384
73030|Cordycepin 3'-deoxyadenosine||DTXSID1041007
73052|3-[[(4,5-Dihydro-1H-imidazol-2-yl)methyl](4-methylphenyl)amino]phenol hydrochloride (1:1)||DTXSID40223271
73223|L-Tryptophan||DTXSID5021419
73245|9H-Purin-6-amine||DTXSID6022557
73314|N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]acetamide||DTXSID1022421
73325|L-Isoleucine||DTXSID1047441
73405|2-Amino-1,7-dihydro-6H-purine-6-one||DTXSID9052476
73483|3,4-Dihydro-3-(phenylmethyl)-6-(trifluoromethyl)-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide||DTXSID5022647
73676|4-Amino-2-methyl-5-pyrimidinemethanol||
73789|2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide hydrochloride (1:1)||DTXSID4058782
74113|4-Chlorobenzoic acid||DTXSID9024772
74317|N1,N4-Diphenyl-1,4-benzenediamine||DTXSID9020538
74395|4-[-(4-Nitrophenyl)azo]-1,3-benzenediol||DTXSID30861621
74555|(2S,2'S)-2,2'-[Ethane-1,2-diylbis(azanediyl)]di(butan-1-ol)||DTXSID8023006
74599|O,O-Bis(1-methylethyl) O-(4-nitrophenyl) ester||DTXSID6075354
74613|2,3-Dimercapto-1-propanesulfonic acid||DTXSID5048344
74793|L-Arginine||DTXSID6041056
74828|Methane||
74839|Bromomethane||DTXSID8020832
74840|Ethane||DTXSID6026377
74851|Ethene||DTXSID1026378
74862|Ethyne||
74873|Chloromethane||DTXSID0021541
74884|Iodomethane||DTXSID0024187
74895|Methanamine||DTXSID7025683
74908|Hydrocyanic acid|Cyanide|DTXSID9024148
74931|Methanethiol||DTXSID5026382
74953|Dibromomethane||DTXSID4021557
74964|Bromoethane||DTXSID6020199
74975|Bromochloromethane||DTXSID4021503
74986|Propane||
75003|Chloroethane||DTXSID1020302
75014|Chloroethene||DTXSID8021434
75036|Iodoethane||DTXSID9058783
75047|Ethanamine||DTXSID8025678
75058|Acetonitrile||DTXSID7020009
75070|Acetaldehyde|Endocrine Disrupting Chemicals (EDCs)|DTXSID5039224
75081|Ethyl mercaptan||DTXSID9026394
75092|Methylene chloride|Endocrine Disrupting Chemicals (EDCs)|DTXSID0020868
75105|Difluoromethane|Per- and Polyfluoroalkyl Substances (PFAS)|
75127|Formamide||DTXSID8025337
75150|Carbon disulfide||DTXSID6023947
75183|1,1'-Thiobismethane||DTXSID9026398
75194|Cyclopropane||
75207|Calcium carbide||
75218|Ethylene oxide||DTXSID0020600
75252|Tribromomethane||DTXSID1021374
75274|Bromodichloromethane||DTXSID1020198
75285|2-Methylpropane||DTXSID1026401
75296|2-Chloropropane||DTXSID6047739
75309|SEC-Propyliodide||
75310|Isopropyl amine||DTXSID2025682
75343|1,1-Dichloroethane|Endocrine Disrupting Chemicals (EDCs)|DTXSID1020437
75354|1,1-Dichloroethene|Endocrine Disrupting Chemicals (EDCs)|DTXSID8021438
75365|Acetyl chloride||DTXSID2023852
75376|1,1-Difluoroethane|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID0024050
75398|1-Aminoethanol||DTXSID60996495
75445|Carbonic dichloride||
75456|Chloro(difluoro)methane|Per- and Polyfluoroalkyl Substances (PFAS)|
75467|Trifluoromethane|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID0026410
75478|Iodoform||DTXSID4020743
75503|Trimethylamine||DTXSID2026238
75525|Nitromethane||DTXSID2020977
75558|2-Methylaziridine||DTXSID8024286
75569|2-Methyloxirane||DTXSID5021207
75570|N,N,N-Trimethylmethanaminium, Chloride||DTXSID6021749
75605|As,As-Dimethylarsinic acid|Arsenic|DTXSID7020508
75627|Bromotrichloromethane||DTXSID7023930
75638|Bromo(trifluoro)methane|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID5026415
75649|tert-Butylamine||DTXSID5024681
75650|2-Methylpropan-2-ol||DTXSID8020204
75718|Dichloro(difluoro)methane|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID6020436
